Case Number,Block,Description,Location Description,Arrest,Year,Latitude,Longitude
HL290546,031XX W DOUGLAS BLVD,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2005,41.862529234,-87.704006942
HR402754,003XX N LONG AVE,GAME/DICE,SIDEWALK,True,2009,41.886314728,-87.76030360600001
HK509433,029XX E 91ST ST,GAME/DICE,SIDEWALK,True,2004,41.730051519,-87.55321395600001
HT342605,040XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2011,41.882024915,-87.72653927399999
HV214483,020XX W 67TH PL,GAME/DICE,SIDEWALK,True,2012,41.771157898,-87.67452544
HR210030,047XX N KIMBALL AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2009,41.967483718000004,-87.71333709999999
HZ387347,007XX N LOTUS AVE,GAME/DICE,SIDEWALK,True,2016,41.893453111,-87.762076236
HR229265,014XX S MILLARD AVE,GAME/DICE,SIDEWALK,True,2009,41.861529486,-87.716498251
G581775,044XX W ARMITAGE AV,BOOKMAKING/HORSES,PARKING LOT/GARAGE(NON.RESID.),True,2001,41.916916775,-87.737852414
G033275,086XX S EUCLID AV,GAME/CARDS,RESIDENCE,True,2001,41.738312442,-87.5771058
HT559869,011XX S SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2011,41.866702896999996,-87.72275219299999
HW435804,032XX W HURON ST,GAME/DICE,SIDEWALK,True,2013,41.893705086,-87.708244333
HH678382,004XX W EVERGREEN AVE,GAME/DICE,STREET,True,2002,41.906511566,-87.638838917
G391117,027XX W OGDEN AV,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2001,41.862118973,-87.693823763
HS233743,001XX N LAPORTE AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2010,41.883730659,-87.74906740899999
HS525236,109XX S RACINE AVE,GAME/DICE,SIDEWALK,True,2010,41.694587409,-87.65217029
HK541263,013XX W 64TH ST,GAME/DICE,SIDEWALK,True,2004,41.777749283,-87.65744660600001
HM405589,009XX S ADA ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2006,41.870074107,-87.660131736
HN591034,122XX S GREEN ST,GAME/DICE,ALLEY,True,2007,41.671364454,-87.642909635
HH553987,018XX W WELLINGTON AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.935973053000005,-87.674610747
HH785021,009XX S MAY ST,WIREROOM/SPORTS,STREET,True,2002,41.870339734,-87.655370645
HP507429,007XX N MENARD AVE,GAME/DICE,SIDEWALK,True,2008,41.894113030999996,-87.77011768
HN650356,053XX S COTTAGE GROVE AVE,GAME/DICE,SIDEWALK,True,2007,41.797936811,-87.60630177700001
HJ680425,077XX S SANGAMON ST,GAME/DICE,SIDEWALK,True,2003,41.753569491,-87.647757556
HT495765,001XX S LOTUS AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2011,41.879016888,-87.761778871
HL728067,050XX N BROADWAY,GAME/AMUSEMENT DEVICE,GROCERY FOOD STORE,True,2005,41.973068306,-87.659780043
HP649589,055XX W KAMERLING AVE,GAME/DICE,SIDEWALK,True,2008,41.904861136,-87.76488397600001
HT383043,052XX W CONGRESS PKWY,GAME/DICE,OTHER,True,2011,41.87392628,-87.75628723700001
HK528989,015XX E 67TH PL,GAME/DICE,SIDEWALK,True,2004,41.772408254,-87.58812482100001
HN552472,043XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2007,41.877882471,-87.73359192299999
HR537105,055XX S HALSTED ST,GAME/DICE,SIDEWALK,True,2009,41.793461345,-87.64513599700001
JA250998,0000X N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2017,41.880894745,-87.752636861
HP373588,023XX S STATE ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2008,41.850330711,-87.62702637299999
HL561568,042XX W DIVISION ST,GAME/DICE,ALLEY,True,2005,41.90257583,-87.73214133100001
HR329310,002XX N LAPORTE AVE,GAME/DICE,SIDEWALK,True,2009,41.884751715,-87.74910584700001
HR388959,084XX S MUSKEGON AVE,GAME/DICE,ALLEY,True,2009,41.74207652,-87.555157014
HX227565,047XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2014,41.875942601999995,-87.74372235700001
G145410,106XX S TORRENCE AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.701623311999995,-87.55973164299999
HS619975,052XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2010,41.87845862,-87.75605552
HL511750,036XX W DOUGLAS BLVD,GAME/DICE,SIDEWALK,True,2005,41.862379783,-87.716930608
G675358,031XX W DOUGLAS BL,GAME/DICE,SIDEWALK,True,2001,41.862417108,-87.704077792
HM348708,013XX N HUDSON AVE,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2006,41.907139595,-87.63968072
HN608198,011XX N KEYSTONE AVE,GAME/DICE,SIDEWALK,True,2007,41.901300021,-87.72749186899999
HK520537,004XX E 71ST ST,ILLEGAL ILL LOTTERY,STREET,True,2004,41.765737777,-87.613662966
HH420659,115XX S CHURCH ST,GAME/DICE,STREET,True,2002,41.683498733,-87.669727729
G371168,079XX S DREXEL AV,GAME/DICE,SIDEWALK,True,2001,41.750146083000004,-87.602582947
HP150714,051XX S CALUMET AVE,ILLEGAL ILL LOTTERY,STREET,True,2008,41.801609105,-87.617736187
G566853,049XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2001,41.894137048000005,-87.749108472
HN658515,019XX S SPAULDING AVE,GAME/DICE,SIDEWALK,True,2007,41.854712226,-87.707776245
HJ380275,007XX N WALLER AVE,GAME/DICE,SIDEWALK,True,2003,41.89417086,-87.76792444899999
HN479846,006XX W DIVISION ST,OTHER,CHA PARKING LOT/GROUNDS,True,2007,41.903684856,-87.645195215
HN373114,042XX W DIVISION ST,GAME/DICE,SIDEWALK,True,2007,41.902582485,-87.731840051
HK619467,004XX W 117TH ST,GAME/DICE,STREET,True,2004,41.681536643,-87.634106567
HK318879,092XX S SOUTH CHICAGO AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.726636483,-87.551031632
HJ637991,048XX W SUPERIOR ST,GAME/DICE,STREET,True,2003,41.894047349000004,-87.74658601
HR120011,043XX N MILWAUKEE AVE,BOOKMAKING/SPORTS,TAVERN/LIQUOR STORE,True,2009,41.960196699,-87.75410136299999
HT299350,047XX W GLADYS AVE,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2011,41.875938528,-87.743997784
HL383076,005XX N LAVERGNE AVE,GAME/DICE,SIDEWALK,True,2005,41.890876027,-87.750559529
HN334355,012XX S ALBANY AVE,GAME/DICE,SIDEWALK,True,2007,41.865938374,-87.70314747100001
HY424338,008XX N CENTRAL PARK AVE,GAME/DICE,SIDEWALK,True,2015,41.896158299999996,-87.716337772
HX416967,087XX S WABASH AVE,GAME/DICE,RESIDENCE-GARAGE,True,2014,41.735622436999996,-87.622583654
HL364915,100XX S WALLACE ST,GAME/DICE,STREET,True,2005,41.71195715,-87.63811338100001
HV211601,053XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2012,41.796862726,-87.663447277
HR252015,049XX W HUBBARD ST,GAME/DICE,SIDEWALK,True,2009,41.888657588,-87.74926490600001
HM667663,066XX S EVANS AVE,GAME/DICE,SIDEWALK,True,2006,41.774354421,-87.607052083
HJ685779,055XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2003,41.79306172,-87.66577513799999
HT398754,062XX S VERNON AVE,GAME/DICE,SIDEWALK,True,2011,41.781313746,-87.614438434
HW471410,034XX W MADISON ST,GAME/DICE,SIDEWALK,True,2013,41.880904958,-87.712111013
HL735786,048XX S DREXEL BLVD,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2005,41.807067906,-87.60384374700001
HN318930,026XX E 74TH ST,GAME/DICE,SIDEWALK,True,2007,41.761173486,-87.561168312
HN590378,075XX S UNION AVE,GAME/DICE,SIDEWALK,True,2007,41.757304275,-87.641769385
HK488533,070XX N GLENWOOD AVE,GAME/DICE,SIDEWALK,True,2004,42.010671636,-87.665830114
HV336474,064XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2012,41.777783389,-87.61556307200001
HR328484,029XX W WARREN BLVD,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2009,41.88195578,-87.70001195299999
HM732047,066XX S EVANS AVE,GAME/DICE,SIDEWALK,True,2006,41.774132103,-87.607047259
HX455413,002XX W 37TH PL,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2014,41.826365716,-87.632958477
HL525399,001XX N LAPORTE AVE,GAME/DICE,SIDEWALK,True,2005,41.883464424,-87.749058817
HL190418,056XX S NORMAL BLVD,GAME/DICE,SIDEWALK,True,2005,41.79177879,-87.63779424100001
HT507321,065XX S MOZART ST,GAME/DICE,SIDEWALK,True,2011,41.774959058,-87.694503381
HN224239,031XX W 19TH ST,GAME/DICE,SIDEWALK,True,2007,41.855422561,-87.70468228
HL403614,053XX W MADISON ST,GAME/DICE,SIDEWALK,True,2005,41.880320753,-87.75909762799999
G045315,039XX S PRAIRIE AV,GAME/DICE,SIDEWALK,True,2001,41.822337585,-87.62009926100001
HL573855,027XX S ELEANOR ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2005,41.844464037,-87.660484686
HS625334,030XX E 79TH ST,GAME/DICE,OTHER,True,2010,41.751956419,-87.549566196
HP227500,045XX S DREXEL BLVD,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2008,41.812431209,-87.60443216799999
HM364765,069XX S MORGAN ST,GAME/DICE,STREET,True,2006,41.767830029,-87.649332281
HZ446996,051XX W CONCORD PL,GAME/DICE,SIDEWALK,True,2016,41.91044285,-87.753890098
HJ586755,049XX W HUBBARD ST,GAME/DICE,SIDEWALK,True,2003,41.888660292,-87.748717666
HW201858,049XX W IOWA ST,GAME/DICE,SIDEWALK,True,2013,41.896809705,-87.749062075
HL626843,050XX W FULLERTON AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2005,41.924165019,-87.751917617
HM607775,056XX W NORTH AVE,GAME/DICE,SIDEWALK,True,2006,41.909348234,-87.76771706
HL293817,092XX S SAGINAW AVE,GAME/DICE,OTHER,True,2005,41.727259013,-87.55947912
HM571374,089XX S UNIVERSITY AVE,GAME/DICE,STREET,True,2006,41.732124803000005,-87.59622932100001
HX325726,053XX W MONROE ST,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2014,41.879334754,-87.758386733
G346270,068XX S CORNELL AV,BOOKMAKING/SPORTS,SIDEWALK,True,2001,41.771314157,-87.58488219200001
HM695770,054XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2006,41.882301096999996,-87.760545114
HN683561,051XX W MADISON ST,GAME/DICE,SIDEWALK,True,2007,41.880401860999996,-87.752850634
HN418169,012XX N KEELER AVE,GAME/DICE,SIDEWALK,True,2007,41.903723754,-87.73125260799999
HJ406720,060XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2003,41.784533369,-87.65098075600001
HY187950,044XX W MAYPOLE AVE,GAME/DICE,SIDEWALK,True,2015,41.884547781,-87.737190925
HP538456,035XX W LEXINGTON ST,GAME/DICE,SIDEWALK,True,2008,41.871772995,-87.714310625
HJ631210,087XX S MORGAN ST,GAME/DICE,STREET,True,2003,41.73526924,-87.648476137
HN378982,016XX W MAYPOLE AVE,GAME/DICE,SIDEWALK,True,2007,41.884253486999995,-87.667639709
HK435941,054XX S WINCHESTER AVE,GAME/DICE,ALLEY,True,2004,41.795041602,-87.673114725
HW269950,015XX S HARDING AVE,GAME/DICE,SIDEWALK,True,2013,41.860026059,-87.723773831
HW512340,007XX N DRAKE AVE,GAME/DICE,SIDEWALK,True,2013,41.894642132,-87.71506684
HL188382,020XX N BURLING ST,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2005,41.919062591,-87.647333823
HJ644795,016XX W 81ST ST,GAME/DICE,STREET,True,2003,41.746707409,-87.663822346
HS123419,044XX W 55TH ST,GAME/AMUSEMENT DEVICE,GAS STATION,True,2010,41.793115777,-87.73327165100001
HN389177,020XX W 69TH PL,GAME/DICE,SIDEWALK,True,2007,41.767525807,-87.674284012
HR446204,007XX N RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2009,41.894404835,-87.719943086
HS449656,013XX W 110TH ST,GAME/DICE,ALLEY,True,2010,41.694017524,-87.65557782200001
HP154681,125XX S HALSTED ST,ILLEGAL ILL LOTTERY,STREET,True,2008,41.666342211,-87.641524949
HK288717,069XX N GLENWOOD AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,42.007311904,-87.66615591
HK634514,087XX S THROOP ST,GAME/DICE,ALLEY,True,2004,41.735090058000004,-87.655747053
HP481652,065XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2008,41.774885172,-87.684744998
HY375210,005XX N SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2015,41.890513246,-87.72350242899999
HK205468,051XX S PRAIRIE AVE,ILLEGAL ILL LOTTERY,STREET,True,2004,41.801111648,-87.61938112700001
G677416,069XX S THROOP ST,GAME/DICE,SIDEWALK,True,2001,41.767326106999995,-87.656456327
HM246318,062XX S LANGLEY AVE,GAME/DICE,OTHER,True,2006,41.781454237,-87.608409219
HT239154,007XX N LOTUS AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2011,41.893433902,-87.76207640700001
HK347595,082XX S MARYLAND AVE,GAME/DICE,OTHER,True,2004,41.745205818,-87.60379691700001
HV522176,058XX S WABASH AVE,GAME/DICE,ALLEY,True,2012,41.788573768,-87.62393149200001
HN614411,015XX S SPAULDING AVE,GAME/DICE,SIDEWALK,True,2007,41.860319588,-87.707930841
HM293148,080XX S MARYLAND AVE,GAME/DICE,SIDEWALK,True,2006,41.748809736999995,-87.60389903299999
HR626379,003XX N LONG AVE,GAME/DICE,SIDEWALK,True,2009,41.886163765,-87.76029761
HH790380,029XX E 80TH PL,GAME/DICE,SIDEWALK,True,2002,41.749213103,-87.552128148
G462802,067XX S ELIZABETH ST,GAME/DICE,SIDEWALK,True,2001,41.770758122,-87.655338823
HY322657,074XX W ADDISON ST,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2015,41.945162769,-87.812286183
HN445956,062XX S WESTERN AVE,GAME/DICE,ALLEY,True,2007,41.780312807,-87.68367105
HN496945,008XX W 52ND ST,GAME/DICE,SIDEWALK,True,2007,41.799767261999996,-87.645978069
G298306,0000X N PINE AV,GAME/DICE,STREET,True,2001,41.881524856,-87.763379624
HK531309,061XX S EVANS AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2004,41.783241673,-87.607248787
HP273963,039XX W LEXINGTON ST,GAME/DICE,SIDEWALK,True,2008,41.871648564000004,-87.723883715
HH744576,020XX W 79TH ST,GAME/DICE,ALLEY,True,2002,41.750214359,-87.67469565299999
HR299579,007XX N WALLER AVE,GAME/DICE,SIDEWALK,True,2009,41.894113233,-87.767924957
HN507372,009XX W 53RD ST,GAME/DICE,SIDEWALK,True,2007,41.797781893,-87.649446627
HJ516872,070XX S CLYDE AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2003,41.767570172,-87.57389208200001
HT578024,012XX N MAYFIELD AVE,GAME/DICE,SIDEWALK,True,2011,41.902636812,-87.772955776
HM710957,080XX S HERMITAGE AVE,GAME/DICE,SIDEWALK,True,2006,41.747494343,-87.667009634
HR528027,047XX W GLADYS AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2009,41.875940367,-87.74382151799999
HN328246,036XX W DOUGLAS BLVD,GAME/DICE,STREET,True,2007,41.862377807,-87.7170738
HX247431,069XX S THROOP ST,GAME/DICE,SIDEWALK,True,2014,41.767848463,-87.65661579200001
HV528566,062XX S RHODES AVE,GAME/DICE,SIDEWALK,True,2012,41.781540289,-87.612052707
HN398791,022XX S KOLIN AVE,GAME/DICE,SIDEWALK,True,2007,41.850685646,-87.732304466
HK700199,044XX S LA CROSSE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2004,41.812802405,-87.74477131399999
HV415219,075XX S ESSEX AVE,GAME/DICE,SIDEWALK,True,2012,41.758565773,-87.563937436
HV360590,063XX S FAIRFIELD AVE,GAME/DICE,SIDEWALK,True,2012,41.778565718,-87.69215782200001
HM556789,049XX W AUGUSTA BLVD,GAME/DICE,SIDEWALK,True,2006,41.898642868,-87.749603686
HH508206,069XX S JUSTINE ST,GAME/DICE,OTHER,True,2002,41.767741318,-87.66267994299999
HT451496,058XX S ARTESIAN AVE,GAME/DICE,STREET,True,2011,41.787914301,-87.685094041
HJ284423,067XX S HONORE ST,GAME/DICE,SIDEWALK,True,2003,41.771349038000004,-87.67006577299999
HJ706906,016XX W NORTH AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.910623447,-87.668214445
HH416114,077XX S SANGAMON ST,GAME/DICE,STREET,True,2002,41.753234619000004,-87.64774646
HP498491,022XX S KIRKLAND AVE,GAME/DICE,SIDEWALK,True,2008,41.850842291999996,-87.733396785
G410151,026XX W OGDEN AV,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2001,41.862497215,-87.69275537899999
G490825,040XX W 15 ST,GAME/DICE,SIDEWALK,True,2001,41.860801826999996,-87.72516511100001
HN434920,065XX S LOWE AVE,GAME/DICE,SIDEWALK,True,2007,41.775709694,-87.64076147799999
HN385220,027XX W WARREN BLVD,GAME/DICE,SIDEWALK,True,2007,41.882010768,-87.69458022200001
G546153,067XX S BLACKSTONE AV,GAME/DICE,STREET,True,2001,41.772356367,-87.58858732899999
HT433813,078XX S MARYLAND AVE,GAME/DICE,SIDEWALK,True,2011,41.752147383,-87.60398951299999
HY233236,012XX W 97TH PL,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2015,41.716982391,-87.653776245
HS243409,051XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2010,41.875769294,-87.75388395600001
HH623374,046XX S PRAIRIE AVE,GAME/DICE,STREET,True,2002,41.810177445,-87.61961426299999
HL528411,048XX W MONROE ST,GAME/DICE,SIDEWALK,True,2005,41.87949208,-87.74609125799999
HS286164,027XX S INDIANA AVE,GAME/DICE,SIDEWALK,True,2010,41.843810137,-87.62209953899999
HM739635,050XX S ELIZABETH ST,GAME/DICE,SIDEWALK,True,2006,41.802575618,-87.65630552399999
HK344248,055XX W LAKE ST,ILLEGAL ILL LOTTERY,STREET,True,2004,41.887739656,-87.76374672799999
HK495876,062XX S CHAMPLAIN AVE,GAME/DICE,STREET,True,2004,41.781711555,-87.60961258799999
HL394383,051XX S HARPER AVE,GAME/DICE,ALLEY,True,2005,41.801946097,-87.58914335
HJ466261,012XX N WALLER AVE,GAME/DICE,SIDEWALK,True,2003,41.903060394,-87.768114186
HH363046,019XX N HUMBOLDT BLVD,GAME/DICE,SIDEWALK,True,2002,41.916357831999996,-87.70205647200001
HT389823,060XX S PRAIRIE AVE,GAME/DICE,SIDEWALK,True,2011,41.784786106999995,-87.618971947
HJ363392,113XX S EDBROOKE AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2003,41.688200651,-87.619499636
HM562446,084XX S THROOP ST,GAME/DICE,STREET,True,2006,41.740365486,-87.655893123
HL567560,080XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2005,41.747727244000004,-87.66458496700001
HH310757,056XX S ABERDEEN ST,GAME/DICE,STREET,True,2002,41.791926594,-87.65238750600001
HN583018,054XX W ADAMS ST,GAME/CARDS,ALLEY,True,2007,41.878403263,-87.760344914
HN600510,001XX N PINE AVE,GAME/DICE,ALLEY,True,2007,41.883088627,-87.763288609
HT187967,028XX W MONROE ST,GAME/DICE,SIDEWALK,True,2011,41.880160168,-87.696875353
HM269492,023XX W JACKSON BLVD,GAME/DICE,VACANT LOT/LAND,True,2006,41.877564209,-87.68511783299999
HR487436,049XX W MONROE ST,GAME/DICE,SIDEWALK,True,2009,41.879468598,-87.747942191
HK637573,069XX N GLENWOOD AVE,GAME/DICE,SIDEWALK,True,2004,42.007569927,-87.66616793200001
HN585705,011XX S MASON AVE,GAME/DICE,SIDEWALK,True,2007,41.866437316,-87.77293425
HV280323,053XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2012,41.796862726,-87.663447277
HY313909,051XX W QUINCY ST,GAME/DICE,ALLEY,True,2015,41.877580603,-87.75390431299999
HR280020,008XX N LAMON AVE,GAME/DICE,SIDEWALK,True,2009,41.89569428,-87.74827520299999
HT530851,054XX S HALSTED ST,GAME/DICE,STREET,True,2011,41.794852915999996,-87.64517245100001
HH786883,050XX W ERIE ST,GAME/DICE,SIDEWALK,True,2002,41.892221309,-87.751219421
HK473904,077XX S HALSTED ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2004,41.753687692,-87.64412074399999
G713233,065XX S CHAMPLAIN AV,GAME/DICE,SIDEWALK,True,2001,41.775943167,-87.60962978399999
HM686248,006XX N HOMAN AVE,GAME/DICE,SIDEWALK,True,2006,41.892692881,-87.711354059
HK620682,006XX N RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2004,41.892318886,-87.71988224200001
HJ605715,052XX W LEXINGTON ST,OTHER,SIDEWALK,True,2003,41.871042268000004,-87.75578079799999
HL740532,007XX N WALLER AVE,GAME/DICE,SIDEWALK,True,2005,41.893144322,-87.767885755
HJ724281,025XX E 79TH ST,GAME/DICE,RESTAURANT,True,2003,41.751768,-87.563505555
HK561636,028XX W ROOSEVELT RD,GAME/DICE,SIDEWALK,True,2004,41.866491504,-87.697451501
HN511062,003XX W 57TH ST,GAME/DICE,PARK PROPERTY,True,2007,41.790844328,-87.63484875
HH426216,041XX S CAMPBELL AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.818277821,-87.687179816
HR159304,0000X E GARFIELD BLVD,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2009,41.794324752,-87.624652856
HP698727,021XX S STATE ST,GAME/DICE,SIDEWALK,True,2008,41.853552926999996,-87.62710104
HL303516,079XX S MERRILL AVE,GAME/DICE,SIDEWALK,True,2005,41.750772838,-87.572309062
HV359243,042XX S ST LAWRENCE AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2012,41.81738636,-87.61166162299999
HZ226402,056XX W MADISON ST,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2016,41.880237051,-87.765443776
HP556687,064XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,SIDEWALK,True,2008,41.777967289,-87.61556835299999
G589532,055XX S HERMITAGE AV,GAME/DICE,STREET,True,2001,41.79253325,-87.668343915
HN295284,014XX W MORSE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2007,42.007893927,-87.66667230799999
HN512871,051XX S WOLCOTT AVE,GAME/DICE,SIDEWALK,True,2007,41.800466461999996,-87.67205780299999
HJ374026,074XX S VINCENNES AVE,ILLEGAL ILL LOTTERY,STREET,True,2003,41.758921239,-87.631005745
HT319269,003XX W 75TH ST,GAME/DICE,SIDEWALK,True,2011,41.758090031,-87.633756319
HX369942,047XX W ERIE ST,OTHER,SIDEWALK,True,2014,41.892289141,-87.744607774
HL650726,015XX W WASHBURNE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2005,41.86602404,-87.664906512
HK450919,048XX N WINTHROP AVE,GAME/DICE,SIDEWALK,True,2004,41.969979498,-87.657643008
HL653682,039XX W MADISON ST,GAME/DICE,SIDEWALK,True,2005,41.880751096,-87.723855981
HP410594,015XX S RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2008,41.859912232,-87.718892563
HZ360244,052XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2016,41.878460829,-87.755949012
HL528277,104XX S STATE ST,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2005,41.704949124,-87.62345990600001
HJ655557,024XX W CHICAGO AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.89573345,-87.68748318799999
HN476964,005XX E 62ND ST,GAME/DICE,SIDEWALK,True,2007,41.782109921,-87.61273929
HL744308,022XX S MILLARD AVE,GAME/DICE,SIDEWALK,True,2005,41.851261652,-87.71620784299999
HP532266,057XX S RACINE AVE,GAME/DICE,PARK PROPERTY,True,2008,41.79006908,-87.654768679
HV246609,067XX S EAST END AVE,GAME/DICE,SIDEWALK,True,2012,41.772448981,-87.583838871
HP373533,057XX S RACINE AVE,GAME/DICE,SIDEWALK,True,2008,41.789940085,-87.65476637200001
HL171443,070XX S DORCHESTER AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2005,41.7675148,-87.59103333600001
HN503179,074XX S LANGLEY AVE,GAME/DICE,ALLEY,True,2007,41.759628195,-87.60786690100001
HS150129,028XX W ROOSEVELT RD,GAME/DICE,CTA GARAGE / OTHER PROPERTY,True,2010,41.866489065,-87.697506595
HP540925,077XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2008,41.753402785,-87.65017813600001
HM746968,007XX N HOMAN AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2006,41.894153039,-87.711394985
HX447885,051XX W CRYSTAL ST,GAME/DICE,SIDEWALK,True,2014,41.90317286,-87.754334197
HP496295,009XX N HARDING AVE,GAME/DICE,SIDEWALK,True,2008,41.897944034,-87.724937715
HP325946,059XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2008,41.785678771,-87.68625690399999
HK428641,008XX N CENTRAL AVE,GAME/DICE,ALLEY,True,2004,41.895991719,-87.765432781
HJ302823,057XX S THROOP ST,GAME/DICE,SIDEWALK,True,2003,41.790017534,-87.657196739
HH652853,039XX W ROOSEVELT RD,GAME/DICE,SIDEWALK,True,2002,41.866194233,-87.72360143200001
HR228227,025XX W LITHUANIAN PLAZA CT,GAME/DICE,OTHER,True,2009,41.768286371,-87.68642438200001
HV407500,059XX W IOWA ST,GAME/DICE,SIDEWALK,True,2012,41.896561731999995,-87.77309336799999
G526938,023XX S WENTWORTH AV,GAME/CARDS,OTHER,True,2001,41.849642754,-87.632091676
G221082,130XX S EVANS AV,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2001,41.657490147,-87.603554491
HM308231,039XX W MADISON ST,GAME/DICE,STREET,True,2006,41.880741835,-87.724696987
HJ737312,007XX N TRUMBULL AVE,GAME/DICE,STREET,True,2003,41.894214538,-87.712617465
HM447565,016XX S PULASKI RD,BOOKMAKING/SPORTS,SIDEWALK,True,2006,41.858015184,-87.72493455600001
HS197837,008XX E 65TH ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2010,41.776797552,-87.60413189799999
HS160732,085XX S INGLESIDE AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2010,41.739860330999996,-87.601274245
G025976,077XX S STEWART AV,GAME/DICE,STREET,True,2001,41.753400105,-87.63422137799999
HT373618,081XX S MUSKEGON AVE,GAME/DICE,SIDEWALK,True,2011,41.747527275,-87.555241437
